Time;Time in ms;gx;gy;gz;ax;ay;az;magx;magy;magz;baro;head;angx;angy;debug1;debug2;debug3;debug4;GPS_distanceToHome;GPS_directionToHome;GPS_altitude;GPS_fix;GPS_numSat;GPS_speed;GPS_update;GPS_latitude;GPS_longitude;cycleTime;i2cError;rcThrottle;rcYaw;rcRoll;rcPitch;rcAUX1;rcAUX2;rcAUX3;rcAUX4;Motor1;Motor2;Motor3;Motor4;Motor5;Motor6;Motor7;Motor8;
2014_02_23_09_38_17;1393144697336;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.88;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0;0;0;0;0;0;0;0;0;0;0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2014_02_23_09_38_17;1393144697339;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.88;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0;0;0;0;0;0;0;0;0;0;0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2014_02_23_09_38_17;1393144697343;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.88;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0;0;0;0;0;0;0;0;0;0;0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2014_02_23_09_38_17;1393144697364;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.88;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0;0;0;0;0;0;0;0;0;0;0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2014_02_23_09_38_17;1393144697375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.88;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0;0;0;0;0;0;0;0;0;0;0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2014_02_23_09_38_17;1393144697389;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.88;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0;0;0;0;0;0;0;0;0;0;0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2014_02_23_09_38_17;1393144697392;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.88;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0;0;0;0;0;0;0;0;0;0;0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2014_02_23_09_38_17;1393144697410;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.88;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0;0;0;0;0;0;0;0;0;0;0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2014_02_23_09_38_17;1393144697438;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.88;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0;0;0;0;0;0;0;0;0;0;0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2014_02_23_09_38_17;1393144697468;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.88;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0;0;0;0;0;0;0;0;0;0;0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2014_02_23_09_38_17;1393144697495;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.88;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0;0;0;0;0;0;0;0;0;0;0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2014_02_23_09_38_17;1393144697502;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.88;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0;0;0;0;0;0;0;0;0;0;0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;1500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2014_02_23_09_38_17;1393144697521;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.88;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0;0;0;0;0;0;0;0;0;0;0;1000.0;1500.0;1500.0;1500.0;1000.0;1000.0;1000.0;1000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2014_02_23_09_38_17;1393144697524;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.88;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0;0;0;0;0;0;0;0;0;0;0;1000.0;1500.0;1500.0;1500.0;1000.0;1000.0;1000.0;1000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2014_02_23_09_38_17;1393144697542;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.88;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0;0;0;0;0;0;0;0;0;0;0;1000.0;1500.0;1500.0;1500.0;1000.0;1000.0;1000.0;1000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2014_02_23_09_38_17;1393144697568;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.88;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0;0;0;0;0;0;0;0;0;0;0;1000.0;1500.0;1500.0;1500.0;1000.0;1000.0;1000.0;1000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2014_02_23_09_38_17;1393144697580;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.88;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0;0;0;0;0;0;0;0;0;0;0;1000.0;1500.0;1500.0;1500.0;1000.0;1000.0;1000.0;1000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2014_02_23_09_38_17;1393144697593;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.88;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0;0;0;0;0;0;0;0;0;0;0;1000.0;1500.0;1500.0;1500.0;1000.0;1000.0;1000.0;1000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
